arrangement_id	ast_status	canonical_eight_factors	coefficient_domain	parse_warnings	raw_equation	top_level_factor_count
427	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A2*z)"", ""(A0*x+A3*y+A4*t)"", ""t"", ""(A5*x+A3*y+A4*z+A4*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{2}z)(A_{0}x + A_{3}y + A_{4}t)t(A_{5}x + A_{3}y + A_{4}z + A_{4}t)(x + y + z + t)	8
428	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A2*z)"", ""(A0*x+A3*y+A4*t)"", ""t"", ""(x+y+z+t)"", ""((-A0+A5)*x+(-A4+A5)*y+A5*z+(-A4+A5)*t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{2}z)(A_{0}x + A_{3}y + A_{4}t)t(x + y + z + t)((-A_{0} + A_{5})x + (-A_{4} + A_{5})y + A_{5}z + (-A_{4} + A_{5})t)	8
429	parsed	"[""x"", ""y"", ""z"", ""(A3*x+A0*y+A1*z)"", ""((-A3+A4)*x+(A4-A5)*y+A2*t)"", ""t"", ""(x+y+z+t)"", ""(A3*x+A5*y+A4*z+A5*t)""]"	Q(parameters)		xyz(A_{3}x + A_{0}y + A_{1}z)((-A_{3} + A_{4})x + (A_{4} - A_{5})y + A_{2}t)t(x + y + z + t)(A_{3}x + A_{5}y + A_{4}z + A_{5}t)	8
430	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A2*z)"", ""((A0-A2)*x+(A1-A2)*y+A3*t)"", ""t"", ""(x+y+z+t)"", ""(A0*x+A4*y+A5*z+A4*t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{2}z)((A_{0} - A_{2})x + (A_{1} - A_{2})y + A_{3}t)t(x + y + z + t)(A_{0}x + A_{4}y + A_{5}z + A_{4}t)	8
431	parsed	"[""x"", ""y"", ""z"", ""((A0+A2-A4)*x+(A0+A3-A4)*y+A0*z)"", ""(A1*x+A3*y+A5*t)"", ""t"", ""(A2*x+A3*y+A4*z+A5*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz((A_{0} + A_{2} - A_{4})x + (A_{0} + A_{3} - A_{4})y + A_{0}z)(A_{1}x + A_{3}y + A_{5}t)t(A_{2}x + A_{3}y + A_{4}z + A_{5}t)(x + y + z + t)	8
432	parsed	"[""x"", ""y"", ""z"", ""(A2*x+A0*y+A4*z)"", ""(A1*x+A3*y+A5*t)"", ""t"", ""(A2*x+A3*y+A4*z+A5*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{2}x + A_{0}y + A_{4}z)(A_{1}x + A_{3}y + A_{5}t)t(A_{2}x + A_{3}y + A_{4}z + A_{5}t)(x + y + z + t)	8
433	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A2*z)"", ""(A0*x+A3*z+A4*t)"", ""(A5*y+A3*z+A4*t)"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{2}z)(A_{0}x + A_{3}z + A_{4}t)(A_{5}y + A_{3}z + A_{4}t)t(x + y + z + t)	8
434	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A2*z)"", ""((A0+A3)*x+(A1+A3)*y+A3*t)"", ""t"", ""(x+y+z+t)"", ""(A0*x+A4*y+A5*z+A5*t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{2}z)((A_{0} + A_{3})x + (A_{1} + A_{3})y + A_{3}t)t(x + y + z + t)(A_{0}x + A_{4}y + A_{5}z + A_{5}t)	8
435	parsed	"[""x"", ""y"", ""z"", ""((A3-A5)*x+A0*y+(A4-A5)*z)"", ""(A3*x+A1*y+A2*t)"", ""t"", ""(x+y+z+t)"", ""(A3*x+A5*y+A4*z+A5*t)""]"	Q(parameters)		xyz((A_{3} - A_{5})x + A_{0}y + (A_{4} - A_{5})z)(A_{3}x + A_{1}y + A_{2}t)t(x + y + z + t)(A_{3}x + A_{5}y + A_{4}z + A_{5}t)	8
436	parsed	"[""x"", ""y"", ""z"", ""((A0+A2-A4)*x+(A0+A3-A4)*y+A0*z)"", ""((A1+A2-A5)*x+(A1+A3-A5)*y+A1*t)"", ""t"", ""(x+y+z+t)"", ""(A2*x+A3*y+A4*z+A5*t)""]"	Q(parameters)		xyz((A_{0} + A_{2} - A_{4})x + (A_{0} + A_{3} - A_{4})y + A_{0}z)((A_{1} + A_{2} - A_{5})x + (A_{1} + A_{3} - A_{5})y + A_{1}t)t(x + y + z + t)(A_{2}x + A_{3}y + A_{4}z + A_{5}t)	8
437	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A2*z)"", ""(A0*x+A1*y+A3*t)"", ""t"", ""(x+y+z+t)"", ""(A0*x+A4*y+A5*z+A5*t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{2}z)(A_{0}x + A_{1}y + A_{3}t)t(x + y + z + t)(A_{0}x + A_{4}y + A_{5}z + A_{5}t)	8
438	parsed	"[""x"", ""y"", ""z"", ""((A2-A5)*x+(A3-A5)*y+A0*z)"", ""((A2-A4)*x+(A3-A4)*y+A1*t)"", ""t"", ""(x+y+z+t)"", ""(A2*x+A3*y+A4*z+A5*t)""]"	Q(parameters)		xyz((A_{2} - A_{5})x + (A_{3} - A_{5})y + A_{0}z)((A_{2} - A_{4})x + (A_{3} - A_{4})y + A_{1}t)t(x + y + z + t)(A_{2}x + A_{3}y + A_{4}z + A_{5}t)	8
439	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A2*z)"", ""(A0*x+A3*y+A4*t)"", ""t"", ""(A5*x+A3*y+A6*z+A4*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{2}z)(A_{0}x + A_{3}y + A_{4}t)t(A_{5}x + A_{3}y + A_{6}z + A_{4}t)(x + y + z + t)	8
440	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A2*z)"", ""(A0*x+A3*y+A4*t)"", ""t"", ""(x+y+z+t)"", ""((A0+A6)*x+(A1+A6)*y+A5*z+A6*t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{2}z)(A_{0}x + A_{3}y + A_{4}t)t(x + y + z + t)((A_{0} + A_{6})x + (A_{1} + A_{6})y + A_{5}z + A_{6}t)	8
441	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A2*z)"", ""((A0+A3)*x+(A1+A3)*y+A3*t)"", ""t"", ""(x+y+z+t)"", ""(A0*x+A4*y+A5*z+A6*t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{2}z)((A_{0} + A_{3})x + (A_{1} + A_{3})y + A_{3}t)t(x + y + z + t)(A_{0}x + A_{4}y + A_{5}z + A_{6}t)	8
442	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A2*z)"", ""(A0*x+A3*y+A4*t)"", ""t"", ""(x+y+z+t)"", ""(A0*x+A5*y+A6*z+A5*t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{2}z)(A_{0}x + A_{3}y + A_{4}t)t(x + y + z + t)(A_{0}x + A_{5}y + A_{6}z + A_{5}t)	8
443	parsed	"[""x"", ""y"", ""z"", ""(A2*x+A0*y+A1*z)"", ""(A2*x+A3*y+A4*t)"", ""t"", ""(x+y+z+t)"", ""((A2-A4+A6)*x+(A3-A4+A6)*y+A5*z+A6*t)""]"	Q(parameters)		xyz(A_{2}x + A_{0}y + A_{1}z)(A_{2}x + A_{3}y + A_{4}t)t(x + y + z + t)((A_{2} - A_{4} + A_{6})x + (A_{3} - A_{4} + A_{6})y + A_{5}z + A_{6}t)	8
444	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A2*z)"", ""(A0*x+A1*y+A3*t)"", ""t"", ""(x+y+z+t)"", ""(A0*x+A4*y+A5*z+A6*t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{2}z)(A_{0}x + A_{1}y + A_{3}t)t(x + y + z + t)(A_{0}x + A_{4}y + A_{5}z + A_{6}t)	8
445	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A2*z)"", ""(A0*x+A3*y+A4*t)"", ""t"", ""(x+y+z+t)"", ""(A0*x+A5*y+A6*z+A6*t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{2}z)(A_{0}x + A_{3}y + A_{4}t)t(x + y + z + t)(A_{0}x + A_{5}y + A_{6}z + A_{6}t)	8
446	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A2*z)"", ""(A0*x+A3*y+A4*t)"", ""t"", ""(x+y+z+t)"", ""(A0*x+A5*y+A6*z+A7*t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{2}z)(A_{0}x + A_{3}y + A_{4}t)t(x + y + z + t)(A_{0}x + A_{5}y + A_{6}z + A_{7}t)	8
447	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A2*z)"", ""t"", ""(A0*x+A3*y+A4*z+A5*t)"", ""(A6*x+A3*y+A4*z+A7*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{2}z)t(A_{0}x + A_{3}y + A_{4}z + A_{5}t)(A_{6}x + A_{3}y + A_{4}z + A_{7}t)(x + y + z + t)	8
448	parsed	"[""x"", ""y"", ""z"", ""(A2*x+A0*y+A1*z)"", ""t"", ""(A2*x+A3*y+A4*z+A5*t)"", ""((A2-A3+A6)*x+A6*y+(-A3+A4+A6)*z+A7*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{2}x + A_{0}y + A_{1}z)t(A_{2}x + A_{3}y + A_{4}z + A_{5}t)((A_{2} - A_{3} + A_{6})x + A_{6}y + (-A_{3} + A_{4} + A_{6})z + A_{7}t)(x + y + z + t)	8
449	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A2*z)"", ""t"", ""(A0*x+A3*y+A4*z+A5*t)"", ""(A0*x+A6*y+A7*z+A8*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{2}z)t(A_{0}x + A_{3}y + A_{4}z + A_{5}t)(A_{0}x + A_{6}y + A_{7}z + A_{8}t)(x + y + z + t)	8
450	parsed	"[""x"", ""y"", ""z"", ""t"", ""(x+y+z+t)"", ""(A0*x+A1*y+A2*z+A3*t)"", ""(A0*x+A4*y+A5*z+A6*t)"", ""(A0*x+A7*y+A8*z+A9*t)""]"	Q(parameters)		xyzt(x + y + z + t)(A_{0}x + A_{1}y + A_{2}z + A_{3}t)(A_{0}x + A_{4}y + A_{5}z + A_{6}t)(A_{0}x + A_{7}y + A_{8}z + A_{9}t)	8
451	parsed	"[""(x+((sqrt(-3)-1)/(2))*y)"", ""x"", ""y"", ""(y+t)"", ""(x+t)"", ""(-x-((sqrt(-3)+1)/(2))*y+((sqrt(-3)-1)/(2))*z-t)"", ""z"", ""(z+t)""]"	number_field	451:unbalanced_parenthesis_inside_fraction_argument	(x + \frac{\sqrt{-3} - 1}2y)xy(y + t)(x + t)(-x + -\frac{\sqrt{-3} + 1}2y + \frac{\sqrt{-3} - 1)}2z - t)z(z + t)	8
452	parsed	"[""x"", ""y"", ""(((sqrt(-3)+3)/(2))*x+y+((sqrt(-3)+3)/(2))*z)"", ""z"", ""t"", ""(((3)/(2))(sqrt(-3)+1)*x+((sqrt(-3)+3)/(2))*y+3*t)"", ""(y+((sqrt(-3)+3)/(2))*z+((sqrt(-3)+3)/(2))*t)"", ""(x+y+z+t)""]"	number_field		xy(\frac{\sqrt{-3} + 3}2x + y + \frac{\sqrt{-3} + 3}2z)zt(\frac32(\sqrt{-3} + 1)x + \frac{\sqrt{-3} + 3}2y + 3t)(y + \frac{\sqrt{-3} + 3}2z + \frac{\sqrt{-3} + 3}2t)(x + y + z + t)	8
453	parsed	"[""x"", ""y"", ""z"", ""(x+y+((sqrt(5)+1)/(2))*z)"", ""(((sqrt(5)+3)/(2))*x+((3*sqrt(5)+7)/(2))*y+((3*sqrt(5)+7)/(2))*t)"", ""t"", ""(x+y+z+t)"", ""(((sqrt(5)+3)/(2))*x+((3*sqrt(5)+7)/(2))*z+((3*sqrt(5)+7)/(2))*t)""]"	number_field		xyz(x + y + \frac{\sqrt{5} + 1}2z)(\frac{\sqrt{5} + 3}2x + \frac{3\sqrt{5} + 7}2y + \frac{3\sqrt{5} + 7}2t)t(x + y + z + t)(\frac{\sqrt{5} + 3}2x + \frac{3\sqrt{5} + 7}2z + \frac{3\sqrt{5} + 7}2t)	8
454	parsed	"[""x"", ""(A0*x+A1*y+A1*z)"", ""y"", ""z"", ""t"", ""(x+y+z+t)"", ""(A0*x+A0*y+((1)/(2))(sqrt(-3)+1)*A0*t)"", ""(A0*y+((1)/(2))(sqrt(-3)+1)*A0*z+A0*t)""]"	Qbar(parameters)		x(A_{0}x + A_{1}y + A_{1}z)yzt(x + y + z + t)(A_{0}x + A_{0}y + \frac{1}{2}(\sqrt{-3} + 1)A_{0}t)(A_{0}y + \frac{1}{2}(\sqrt{-3} + 1)A_{0}z + A_{0}t)	8
455	parsed	"[""x"", ""y"", ""(A1*x+A1*y+(A1+A2)*z)"", ""z"", ""t"", ""(A0*A2*x+(A1*A2+A2**2)*y+(A0*A1+A0*A2)*t)"", ""(A0*A1*x+A1*A2*y+(A1*A2+A2**2)*z+A0*A1*t)"", ""(x+y+z+t)""]"	Q(parameters)		xy(A_{1}x + A_{1}y + (A_{1} + A_{2})z)zt(A_{0}A_{2}x + (A_{1}A_{2} + A_{2}^2)y + (A_{0}A_{1} + A_{0}A_{2})t)(A_{0}A_{1}x + A_{1}A_{2}y + (A_{1}A_{2} + A_{2}^2)z + A_{0}A_{1}t)(x + y + z + t)	8
